consent,clif_harm_e_01_1,clif_harm_e_01_2,clif_harm_e_02_1,clif_harm_e_02_2,clif_harm_e_03_1,clif_harm_e_03_2,clif_harm_e_04_1,clif_harm_e_04_2,clif_harm_e_05_1,clif_harm_e_05_2,clif_harm_e_06_1,clif_harm_e_06_2,clif_harm_e_07_1,clif_harm_e_07_2,clif_harm_e_08_1,clif_harm_e_08_2,clif_harm_e_09_1,clif_harm_e_09_2,clif_harm_e_10_1,clif_harm_e_10_2,clif_harm_e_11_1,clif_harm_e_11_2,clif_harm_e_12_1,clif_harm_e_12_2,clif_harm_e_13_1,clif_harm_e_13_2,clif_harm_e_14_1,clif_harm_e_14_2,clif_harm_e_15_1,clif_harm_e_15_2,clif_harm_e_16_1,clif_harm_e_16_2,clif_harm_ph_01_1,clif_harm_ph_01_2,clif_harm_ph_02_1,clif_harm_ph_02_2,clif_harm_ph_03_1,clif_harm_ph_03_2,cliff_fair_01_1,cliff_fair_01_2,clif_fair_02_1,clif_fair_02_2,clif_fair_03_1,clif_fair_03_2,clif_fair_04_1,clif_fair_04_2,clif_fair_05_1,clif_fair_05_2,clif_fair_06_1,clif_fair_06_2,clif_fair_07_1,clif_fair_07_2,clif_fair_08_1,clif_fair_08_2,clif_fair_09_1,clif_fair_09_2,clif_fair_10_1,clif_fair_10_2,clif_fair_11_1,clif_fair_11_2,clif_fair_12_1,clif_fair_12_2,clif_pure_1_1,clif_pure_1_2,clif_pure_02_1,clif_pure_02_2,clif_pure_03_1,clif_pure_03_2,clif_pure_04_1,clif_pure_04_2,clif_pure_05_1,clif_pure_05_2,clif_pure_06_1,clif_pure_06_2,clif_pure_07_1,clif_pure_07_2,clif_pure_08_1,clif_pure_08_2,clif_pure_09_1,clif_pure_09_2,clif_pure_10_1,clif_pure_10_2,emt_14_1,emt_14_2,emt_15_1,emt_15_2,emt_12_1,emt_12_2,emt_13_1,emt_13_2,emt_11_1,emt_11_2,emt_10_1,emt_10_2,emt_09_1,emt_09_2,emt_08_1,emt_08_2,emt_07_1,emt_07_2,emt_06_1,emt_06_2,emt_05_1,emt_05_2,emt_04_1,emt_04_2,emt_03_1,emt_03_2,emt_02_1,emt_02_2,emt_01_1,emt_01_2,graham_pure_05_1,graham_pure_05_2,graham_pure_04_1,graham_pure_04_2,graham_pure_03_1,graham_pure_03_2,graham_pure_02_1,graham_pure_02_2,graham_pure_01_1,graham_pure_01_2,graham_fair_05_1,graham_fair_05_2,graham_fair_04_1,graham_fair_04_2,graham_fair_03_1,graham_fair_03_2,graham_fair_02_1,graham_fair_02_2,graham_fair_01_1,graham_fair_01_2,graham_harm_05_1,graham_harm_05_2,graham_harm_04_1,graham_harm_04_2,graham_harm_03_1,graham_harm_03_2,graham_harm_02_1,graham_harm_02_2,graham_harm_01_1,graham_harm_01_2,age,gender,hispanic,race,lib_con_1,lib_con_2,lib_con_3,pol_party,Debrief,likely_dups,total_na,clif_harm_wrong_mean,clif_fair_wrong_mean,clif_pure_wrong_mean,graham_harm_wrong_mean,graham_pure_wrong_mean,graham_fair_wrong_mean,clif_wrong_mean,graham_wrong_mean,emt_wrong_mean,clif_harm_likely_mean,clif_fair_likely_mean,clif_pure_likely_mean,graham_harm_likely_mean,graham_pure_likely_mean,graham_fair_likely_mean,clif_likely_mean,graham_likely_mean,emt_likely_mean
Continue,5,0,5,0,5,0,0,2,5,3,5,0,5,0,5,0,3,3,5,2,5,4,4,0,3,0,5,0,0,0,5,0,3,0,5,0,5,4,5,5,5,5,5,0,5,0,5,3,5,4,0,0,5,5,5,5,5,4,5,0,5,5,5,0,5,0,5,0,5,0,5,1,5,0,5,0,0,0,5,0,5,0,3,5,5,5,5,5,4,4,1,1,5,5,5,5,5,5,5,5,NA,4,5,3,5,4,5,5,5,5,4,5,4,0,5,0,5,1,3,0,5,0,5,3,5,5,5,4,5,0,5,4,5,0,0,0,5,5,5,2,2,2,26,Male,No,White or Caucasian,5,"Very conservative
7",6,Republican,Continue,NA,7,4.105263158,4.545454545,4.5,3.4,4.4,5,4.341463415,4.266666667,4.428571429,0.947368421,2.818181818,0.1,1.8,0.2,3.2,1.341463415,1.733333333,4.4
Continue,5,2,5,0,5,0,5,0,5,0,1,3,5,5,5,0,2,5,0,5,5,1,5,0,3,3,5,4,5,3,5,0,3,0,5,0,5,0,5,0,5,0,3,0,5,5,5,0,5,5,5,2,2,3,5,5,5,2,5,5,5,3,5,0,0,0,5,0,5,0,5,3,5,0,5,0,5,0,5,0,0,0,3,3,0,5,2,2,0,5,2,2,1,5,5,5,5,5,3,5,NA,3,4,3,0,0,5,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,5,5,5,5,1,1,5,5,5,5,5,0,0,5,5,5,5,5,5,1,31,Male,No,White or Caucasian,6,"Very conservative
7","Very conservative
7",Republican,Continue,NA,7,4.157894737,4.545454545,4,4,0,4.2,4.243902439,2.733333333,2.857142857,1.631578947,2.727272727,0.3,3.2,0,4.2,1.56097561,2.466666667,3.533333333
Continue,5,0,3,0,5,0,5,1,5,2,5,1,5,0,5,4,3,3,5,0,5,0,5,0,5,3,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,3,3,5,0,0,5,5,0,5,0,5,5,5,5,2,2,5,5,5,3,5,0,3,1,5,0,5,0,5,0,5,0,5,3,5,0,5,0,5,0,5,1,1,1,5,5,5,0,5,2,5,0,3,5,5,2,3,3,NA,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,5,0,5,2,5,0,5,0,5,0,5,0,5,0,0,0,5,3,5,3,5,0,31,Male,No,White or Caucasian,6,"Very conservative
7","Very conservative
7",Republican,Continue,NA,7,4.789473684,4.090909091,4.8,4,2,5,4.609756098,3.666666667,4.428571429,0.736842105,2.545454545,0.4,1.2,0,0.4,1.12195122,0.533333333,1.266666667
Continue,2,0,0,0,3,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,4,0,3,0,4,0,3,0,4,0,2,0,5,0,5,0,5,0,5,0,5,5,0,0,5,0,5,0,5,0,5,0,NA,NA,5,0,5,0,0,0,4,0,0,0,0,0,2,0,0,0,0,5,0,5,3,0,3,0,0,0,0,0,2,4,5,0,0,1,0,0,0,0,5,0,5,0,5,0,5,3,5,0,0,0,0,0,5,0,0,0,5,0,5,0,4,3,5,0,5,0,5,0,4,0,0,0,5,0,5,0,58,Female,No,White or Caucasian,"Very conservative
7","Very conservative
7","Very conservative
7",Republican,Continue,NA,9,1.263157895,4.181818182,2.333333333,3.8,2,4.8,2.35,3.533333333,2.2,0.263157895,0.454545455,0,0,0,0.6,0.25,0.2,1.2
Continue,5,0,5,1,5,0,3,0,5,0,5,0,5,0,5,0,5,1,4,1,5,0,4,0,5,0,3,0,4,2,5,0,5,0,5,0,5,0,5,0,5,0,4,1,4,0,5,0,4,1,5,0,5,0,5,0,4,1,5,0,5,0,3,0,4,0,5,0,5,0,4,0,5,0,1,0,5,0,5,0,4,0,4,3,4,0,4,0,5,0,4,0,4,1,5,4,5,0,4,2,NA,0,4,1,5,0,5,0,5,0,5,1,1,0,1,0,0,0,4,0,0,0,5,0,5,0,2,1,5,0,5,0,5,0,4,1,5,0,5,0,5,0,21,Female,No,White or Caucasian,2,2,2,Other (please explain),Continue,NA,6,4.631578947,4.636363636,4.1,4.8,1.2,4.4,4.512195122,3.466666667,4.5,0.263157895,0.272727273,0,0.2,0,0.2,0.195121951,0.133333333,0.8
Continue,5,0,5,0,NA,NA,5,2,5,0,5,0,5,0,4,0,2,0,3,0,4,0,4,0,2,0,2,0,5,0,5,0,2,0,4,0,3,0,2,0,3,0,3,0,3,0,3,0,4,1,4,0,5,0,2,0,3,0,5,0,5,0,3,0,0,0,5,0,5,0,0,0,NA,NA,5,0,5,0,5,0,2,0,5,0,3,1,3,0,2,5,4,0,1,0,5,0,5,1,0,5,NA,0,3,0,2,0,5,1,2,0,5,0,2,0,4,0,0,0,5,0,3,0,5,0,5,0,4,0,5,0,3,0,5,0,1,0,5,0,5,0,5,0,23,Female,Yes,White or Caucasian,2,3,2,Democratic,Continue,NA,11,3.888888889,3.636363636,3.333333333,4.2,2.8,4.4,3.641025641,3.8,3.214285714,0.111111111,0.090909091,0,0,0,0,0.076923077,0,0.866666667
Continue,4,2,2,0,4,3,3,2,2,2,3,0,4,1,2,0,3,2,2,3,3,2,2,2,3,3,3,0,4,3,5,0,2,0,5,2,5,3,4,2,3,2,3,1,3,0,2,2,4,2,5,2,2,3,3,2,2,3,5,1,5,3,5,2,2,1,5,1,5,0,2,0,5,0,1,1,4,2,2,0,1,0,3,5,2,5,2,4,2,3,3,0,1,4,2,4,2,1,2,1,1,3,1,3,4,2,2,2,4,3,4,2,0,1,1,1,0,1,4,1,1,0,5,2,5,2,2,2,5,2,3,0,5,1,1,3,4,3,5,0,4,2,32,Female,No,White or Caucasian,"Very liberal
1","Very liberal
1","Very liberal
1",Independent,Continue,NA,7,3.210526316,3.363636364,3.2,3.8,1.2,4,3.268292683,3,2.333333333,1.578947368,1.909090909,0.7,1.8,0.8,1.6,1.463414634,1.4,2.8
Continue,3,0,2,0,2,0,1,0,3,0,2,0,4,0,3,0,2,0,1,0,1,0,1,0,2,0,2,0,3,0,2,0,4,0,2,0,3,0,1,0,2,0,0,0,2,0,1,0,2,0,2,0,1,0,2,0,1,0,1,0,3,NA,5,0,4,0,5,0,5,0,4,0,5,0,2,0,5,0,1,0,4,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,2,0,0,0,1,0,5,0,3,0,3,0,2,0,5,0,0,0,0,0,3,0,2,0,4,0,1,0,0,0,4,NA,4,0,4,0,1,0,4,0,2,0,5,0,39,Female,No,White or Caucasian,4,4,4,Democratic,Continue,NA,9,2.263157895,1.545454545,4,3.2,2,2.6,2.463414634,2.6,1.4,0,0,0,0,0,0,0,0,0
Continue,5,0,5,0,5,0,4,0,5,0,5,0,5,0,5,0,4,0,4,0,5,0,5,0,4,0,3,0,3,0,5,0,5,0,4,0,4,0,2,0,4,0,3,0,4,0,3,0,4,0,4,0,5,0,2,0,4,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,NA,NA,5,0,5,0,5,0,5,0,1,0,5,0,3,0,3,0,2,1,1,0,2,0,1,0,3,0,3,0,2,1,5,0,3,0,4,0,3,0,5,0,1,0,0,0,5,0,5,0,5,0,5,0,1,0,5,0,4,0,5,0,2,0,5,0,5,0,5,0,25,Female,No,White or Caucasian,4,4,4,Republican,Continue,NA,9,4.473684211,3.909090909,5,4.4,3.2,4,4.375,3.866666667,2.733333333,0,0,0,0,0,0,0,0,0.133333333
Continue,3,2,3,1,2,2,4,2,3,1,3,1,4,1,2,2,0,0,3,1,1,1,1,1,0,1,0,2,0,1,4,2,3,2,1,0,1,1,4,0,4,1,3,1,2,0,3,1,4,1,4,1,4,1,3,2,4,1,4,1,5,2,5,0,4,1,5,0,5,0,4,0,0,0,5,0,4,0,3,1,3,0,2,2,2,3,2,2,3,3,2,0,2,1,3,1,3,4,2,2,3,3,4,3,4,1,3,2,5,1,4,3,5,0,0,0,0,0,2,0,0,0,4,1,5,0,3,1,4,1,4,1,5,1,3,1,2,1,4,1,5,1,46,Male,No,White or Caucasian,6,5,5,Republican,Continue,NA,7,2,3.636363636,3.8,3.8,1.4,4,2.926829268,3.066666667,2.933333333,1.263157895,1.090909091,0.2,1,0,0.8,0.926829268,0.6,2.066666667
Continue,2,1,2,1,2,1,0,1,2,2,2,1,3,1,3,1,2,1,1,1,1,1,0,2,1,2,0,1,1,1,2,0,4,1,3,1,1,2,3,1,4,1,4,1,5,1,4,2,4,2,4,3,5,3,4,2,4,3,3,1,5,2,1,1,0,1,5,1,4,0,1,1,2,1,0,0,1,1,1,1,0,1,3,3,3,2,0,3,3,2,4,3,4,3,1,2,4,3,2,1,3,1,4,3,1,2,5,4,4,2,4,2,0,1,0,3,0,0,1,0,0,0,2,0,4,2,2,1,4,1,4,1,5,1,2,2,2,1,5,1,5,1,39,Female,No,White or Caucasian,4,4,4,Republican,Continue,NA,7,1.684210526,4.181818182,1.5,3.8,0.2,3.2,2.341463415,2.4,3,1.157894737,1.909090909,0.8,1.2,0.8,1,1.268292683,1,2.4
Continue,1,3,1,3,1,0,1,3,1,2,2,4,2,1,1,1,0,3,0,2,2,1,0,0,0,2,0,2,0,2,2,0,2,1,3,0,1,2,5,3,4,1,3,1,2,4,4,1,4,4,5,1,4,5,4,2,4,5,4,5,5,5,2,0,3,1,4,0,5,0,3,0,3,0,3,0,3,0,3,1,2,0,1,5,1,4,1,1,1,3,2,3,0,2,2,4,3,4,0,3,3,2,4,5,1,2,1,5,3,5,3,4,1,0,0,1,0,0,2,0,0,0,4,3,5,5,1,1,5,3,5,1,4,0,1,4,2,3,4,0,4,0,39,Male,No,White or Caucasian,4,6,5,Republican,NA,NA,10,1.052631579,3.909090909,3.1,3,0.6,4,2.414634146,2.533333333,1.733333333,1.684210526,3.090909091,0.2,1.4,0.2,2.6,1.731707317,1.4,3.466666667
Continue,5,3,4,1,4,4,4,1,4,1,4,2,5,4,2,2,5,4,4,4,5,0,NA,NA,5,5,2,2,3,3,3,2,4,0,5,3,2,4,4,2,5,0,2,0,2,3,3,2,4,4,5,2,5,3,3,3,1,4,5,3,NA,NA,3,0,3,0,4,0,5,0,2,3,5,0,0,0,NA,NA,5,0,0,0,4,5,2,5,2,2,3,5,5,3,2,4,2,4,5,5,3,3,3,3,3,3,5,0,2,2,5,3,5,5,4,0,0,1,1,0,5,0,1,0,5,0,5,0,5,5,5,0,4,3,5,0,0,5,4,4,5,0,5,2,32,Female,No,White or Caucasian,4,4,4,Other (please explain),Continue,NA,12,3.888888889,3.5,3,3.8,2.2,4.8,3.578947368,3.6,3.4,2.5,2.4,0.333333333,2.2,0.2,1.6,1.947368421,1.333333333,3.466666667
Continue,5,1,3,2,5,5,4,5,5,4,5,4,5,1,4,5,3,4,1,4,5,4,4,0,4,3,NA,NA,4,3,5,1,5,2,4,2,3,3,4,3,5,1,4,3,4,1,4,2,4,3,5,3,4,5,4,4,3,4,5,3,5,1,5,1,5,1,1,3,5,1,5,2,5,0,3,0,1,0,4,3,1,0,2,5,4,5,4,4,4,4,4,3,1,4,3,5,1,5,4,5,3,NA,3,3,4,3,5,5,4,3,4,5,4,0,1,1,1,0,4,0,2,0,3,2,3,2,4,5,5,4,3,1,5,1,2,1,4,3,5,0,5,3,39,Female,No,Black or African American,4,4,4,Democratic,Continue,NA,9,4.111111111,4.272727273,3.5,4.2,2.4,3.6,4,3.4,3.333333333,2.944444444,2.727272727,1.1,1.6,0.2,2.8,2.425,1.533333333,4.214285714
Continue,4,2,3,0,5,3,4,3,4,2,4,2,4,1,3,1,2,1,2,2,3,3,3,1,4,3,3,1,3,1,4,2,3,0,5,1,4,1,4,1,2,2,3,2,3,0,2,2,3,1,4,2,3,1,1,2,3,0,5,1,5,3,5,0,4,0,5,2,5,0,2,0,5,2,0,0,5,1,4,0,3,1,5,4,4,3,2,1,0,0,3,1,2,0,1,3,2,2,2,2,2,2,2,3,5,0,2,0,4,1,5,2,2,0,2,1,0,0,5,1,3,0,5,2,5,2,3,1,5,2,3,2,5,2,3,3,4,3,5,1,5,2,32,Female,No,White or Caucasian,"Very liberal
1","Very liberal
1","Very liberal
1",Independent,Continue,NA,7,3.526315789,3.090909091,3.8,4.4,2.4,4.2,3.487804878,3.666666667,2.733333333,1.578947368,1.454545455,0.6,2.2,0.4,1.8,1.292682927,1.466666667,1.6
Continue,4,2,3,3,5,4,4,3,5,3,3,2,5,3,5,4,4,4,3,2,3,4,4,3,5,3,3,4,5,2,5,1,5,4,2,2,3,2,5,2,3,2,3,3,4,1,4,3,5,3,4,2,5,4,5,4,4,3,5,2,4,3,3,0,5,3,5,3,3,3,4,2,5,3,4,4,3,2,4,2,3,2,4,4,NA,3,4,4,4,3,4,2,3,2,4,4,4,3,5,3,3,2,5,3,4,4,3,3,5,3,4,2,4,3,5,3,4,4,3,2,4,3,4,2,5,2,5,4,5,3,2,1,5,4,3,4,5,4,5,2,5,1,28,Male,No,White or Caucasian,5,5,4,Republican,Continue,NA,8,4,4.181818182,3.9,4.6,4,4.2,4.048780488,4.266666667,4,2.894736842,2.727272727,2.4,3,3,2.4,2.707317073,2.8,3
Continue,5,1,5,3,0,4,0,5,5,1,5,5,1,1,3,3,2,3,2,4,1,3,3,1,5,5,1,3,0,3,5,4,4,0,5,1,3,2,5,5,5,0,2,1,0,5,4,4,5,3,1,1,4,1,3,4,0,4,5,1,5,3,5,0,1,1,5,5,5,0,4,3,3,1,2,0,5,2,5,1,4,3,0,5,0,3,1,4,2,5,2,4,0,4,1,5,0,5,2,5,0,NA,0,3,4,1,1,4,5,5,1,3,2,1,0,2,0,0,2,0,0,0,5,1,5,5,2,0,5,1,5,1,5,0,2,1,5,3,5,1,5,1,41,Female,No,White or Caucasian,5,5,5,Republican,Continue,NA,7,2.894736842,3.090909091,3.9,4.4,0.8,4.4,3.243902439,3.2,1.266666667,2.736842105,2.454545455,1.6,1.2,0.6,1.6,2.43902439,1.133333333,4
Continue,3,3,4,2,4,2,3,3,2,3,2,2,3,2,4,3,2,1,4,3,3,2,2,1,1,2,3,1,2,2,4,1,4,1,4,2,4,1,5,2,5,1,2,3,5,3,5,1,5,2,5,1,5,4,4,3,5,4,5,2,5,4,1,1,3,2,1,0,4,1,2,1,5,1,3,1,4,2,3,1,1,1,2,3,2,4,3,1,4,1,4,3,4,3,3,4,4,4,3,3,4,2,3,1,4,0,4,4,5,3,5,2,0,1,0,1,0,1,3,1,0,1,5,1,5,3,3,3,5,1,5,2,5,1,3,4,4,4,5,4,5,1,33,Female,No,White or Caucasian,2,2,2,Democratic,Continue,NA,7,3.052631579,4.636363636,2.7,4.4,0.6,4.6,3.43902439,3.2,3.6,1.947368421,2.545454545,1.1,2.8,1,2,1.902439024,1.933333333,2.533333333
Continue,2,0,2,1,1,4,2,0,1,1,2,1,3,0,2,0,3,3,1,0,2,2,2,0,1,1,1,0,1,3,3,2,3,3,3,1,0,0,4,1,5,1,2,0,4,1,4,1,5,2,5,0,5,4,3,2,5,4,5,2,5,2,1,0,3,2,5,0,5,0,3,0,5,0,5,0,4,0,4,1,1,0,2,5,3,5,1,3,0,4,4,0,2,4,3,4,3,0,1,2,1,3,3,1,5,0,2,3,5,1,5,3,3,0,0,3,1,0,4,0,5,0,5,3,5,3,3,2,5,2,5,1,5,2,1,0,2,4,5,0,5,2,44,Female,No,White or Caucasian,5,5,5,Independent,Continue,NA,7,1.842105263,4.363636364,3.6,3.6,2.6,4.6,3,3.6,2.666666667,1.157894737,1.727272727,0.3,1.6,0.6,2.2,1.097560976,1.466666667,2.533333333
Continue,4,3,2,2,2,4,3,0,3,1,4,2,4,2,4,3,1,4,0,3,3,2,3,1,1,4,1,3,3,3,5,2,5,1,3,1,0,4,3,2,3,1,1,1,NA,NA,2,5,5,2,1,3,3,3,1,4,2,1,5,2,5,5,4,0,3,0,4,0,5,0,2,0,5,0,5,0,5,3,5,1,4,0,3,5,2,3,3,5,2,2,3,0,1,3,3,5,3,5,2,3,3,4,NA,NA,2,2,4,5,4,3,3,4,5,0,0,0,5,0,5,0,4,0,5,3,5,5,4,5,5,5,3,2,5,1,0,4,4,5,5,1,3,5,26,Male,No,White or Caucasian,5,6,6,Republican,Continue,NA,11,2.684210526,2.8,4.2,3.4,3.8,4.4,3.1,3.866666667,2.714285714,2.368421053,2.7,0.4,3.2,0,4,1.95,2.4,3.5
Continue,4,1,2,1,5,1,4,2,5,1,3,1,5,3,4,4,4,5,3,1,3,1,2,2,4,1,2,1,3,2,4,1,3,3,5,0,5,0,4,4,4,1,3,2,4,3,3,3,5,3,5,0,3,0,4,3,2,2,5,1,5,2,5,0,5,0,5,1,5,0,4,2,5,0,5,0,5,1,4,0,4,0,3,5,4,5,3,2,5,5,4,2,2,5,3,5,4,5,4,2,4,4,4,5,5,0,4,5,4,5,5,1,4,0,0,0,0,0,5,0,1,0,5,1,5,1,3,1,5,4,4,2,5,0,1,5,5,3,5,0,5,0,23,Female,No,White or Caucasian,2,2,2,Democratic,Continue,NA,7,3.684210526,3.909090909,4.7,4.2,2,4.4,4,3.533333333,3.866666667,1.631578947,1.818181818,0.4,1.6,0,1.8,1.43902439,1.133333333,3.733333333
Continue,2,1,1,3,0,1,2,3,2,2,2,2,3,2,2,2,0,2,1,5,1,2,1,2,0,2,0,3,0,2,2,1,3,2,1,0,1,1,2,2,2,2,1,2,1,3,2,3,2,2,3,1,2,4,1,1,2,2,3,2,3,1,1,0,0,1,1,1,0,1,0,1,3,0,2,0,2,1,2,1,1,0,1,4,0,5,1,2,2,3,1,4,1,4,2,2,2,4,1,3,0,3,1,2,2,2,1,4,2,3,4,2,0,0,0,1,0,0,0,0,0,3,4,1,3,2,2,2,3,1,3,3,3,1,0,2,2,4,3,2,2,1,20,Male,No,White or Caucasian,3,4,5,Republican,Continue,NA,7,1.263157895,2,1.2,2,0,3,1.463414634,1.666666667,1.4,2,2.090909091,0.6,2,0.8,1.8,1.682926829,1.533333333,3.133333333
Continue,3,2,2,2,4,4,2,1,2,2,2,3,4,2,1,0,1,1,1,1,2,2,2,1,2,2,2,1,2,2,2,1,2,0,3,1,3,2,3,1,2,0,2,3,2,0,3,4,2,1,3,1,1,4,1,2,1,2,3,2,3,2,4,0,2,2,4,0,5,0,2,2,5,0,3,0,3,1,3,0,3,2,1,4,1,4,1,2,3,4,1,3,1,1,2,5,2,4,2,3,2,3,1,3,2,2,2,4,3,0,3,4,2,0,0,0,1,0,5,0,1,0,5,2,4,1,1,0,4,2,2,1,4,0,3,2,2,2,5,0,5,0,42,Male,No,White or Caucasian,"Very liberal
1","Very liberal
1","Very liberal
1",Independent,Continue,NA,7,2.210526316,2.090909091,3.4,3.8,1.8,3.2,2.487804878,2.933333333,1.8,1.578947368,1.909090909,0.7,0.8,0,1.2,1.43902439,0.666666667,3.066666667
Continue,3,3,1,4,2,3,4,2,2,3,0,3,3,4,3,2,1,4,3,5,1,5,1,5,0,5,2,4,3,5,2,3,5,0,5,0,2,5,3,3,2,1,1,3,2,2,2,1,3,4,4,1,4,3,2,5,2,1,5,4,5,1,4,0,3,0,5,1,5,3,3,3,5,0,4,0,5,0,4,1,3,0,1,5,1,5,1,4,2,4,2,4,1,5,1,5,1,5,1,5,2,3,2,5,5,1,1,3,3,4,5,2,5,1,0,1,1,0,4,0,1,0,5,1,5,1,1,4,4,0,1,3,5,0,1,2,1,4,3,0,5,1,20,Female,No,White or Caucasian,3,6,3,Other (please explain),Continue,NA,6,2.263157895,2.909090909,4.1,3,2.2,3.2,2.902439024,2.8,1.933333333,3.421052632,2.363636364,0.8,1.4,0.4,1.8,2.487804878,1.2,4
Continue,2,0,1,0,2,1,1,0,2,1,2,0,2,0,2,3,1,3,1,3,2,1,1,2,1,2,1,2,2,3,4,0,2,0,1,0,0,0,3,1,4,0,1,0,1,3,1,1,4,0,5,0,3,0,1,3,2,0,3,0,5,2,1,0,0,0,1,0,1,0,0,1,0,0,0,0,4,0,0,0,1,0,0,5,1,5,1,2,1,1,0,0,1,4,0,5,1,4,1,1,2,2,1,3,2,0,1,4,3,1,2,4,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,3,3,0,1,0,4,0,0,3,2,4,3,0,4,0,34,Male,No,"White or Caucasian,Black or African American",5,5,5,Other (please explain),Continue,NA,6,1.578947368,2.727272727,0.8,2.6,0,3,1.731707317,1.866666667,1.133333333,1.105263158,0.818181818,0.1,1.4,0,0.6,0.780487805,0.666666667,2.733333333
Continue,5,3,3,3,4,3,3,3,5,4,4,3,5,2,4,3,5,3,3,3,2,3,4,3,5,4,2,3,4,4,5,2,4,0,2,0,1,2,5,2,5,1,4,1,4,3,3,3,5,3,5,2,5,1,2,3,2,2,5,0,5,1,5,0,3,2,5,1,5,1,3,2,5,0,5,0,4,1,5,1,3,1,3,3,2,2,4,3,4,4,3,3,3,3,3,3,2,3,3,3,2,3,3,3,5,1,1,3,4,4,4,3,3,1,1,3,1,1,5,0,3,0,5,1,5,1,3,2,5,1,4,2,5,1,3,3,5,3,5,1,5,2,46,Female,No,White or Caucasian,2,2,3,Democratic,Continue,NA,7,3.684210526,4.090909091,4.3,4.6,2.6,4.4,3.975609756,3.866666667,3.066666667,2.684210526,1.818181818,0.9,2,1,1.4,2,1.466666667,2.933333333
Continue,5,0,4,2,3,2,3,5,4,1,4,0,5,0,3,0,4,1,1,0,2,1,3,4,3,3,2,0,2,0,5,2,4,1,5,0,1,0,3,1,5,0,4,1,3,0,4,0,5,2,5,0,3,1,5,1,3,2,5,2,5,0,5,0,3,0,5,0,5,0,3,0,5,0,3,0,5,0,4,0,0,0,3,3,3,3,3,0,3,1,4,1,3,2,2,2,3,3,4,2,2,2,4,3,5,1,2,3,4,1,5,4,0,0,0,0,0,0,5,0,3,0,5,0,5,1,3,2,5,0,4,0,5,0,2,1,4,1,5,0,5,0,42,Female,No,White or Caucasian,"Very liberal
1",3,5,Republican,Continue,NA,7,3.315789474,4.272727273,3.8,4.2,1.6,4.4,3.682926829,3.4,3.333333333,1.157894737,0.818181818,0,0.4,0,0.6,0.780487805,0.333333333,2.066666667
Continue,5,4,3,1,5,4,4,2,5,3,5,1,5,4,5,5,4,3,3,0,5,5,4,4,4,4,3,1,4,4,5,2,4,0,5,0,3,3,5,3,5,3,3,3,3,3,4,4,5,5,5,3,4,5,3,3,3,3,5,4,5,3,5,0,5,5,5,0,5,0,5,4,5,0,5,0,5,0,3,5,4,2,2,5,2,5,5,3,4,5,3,4,3,3,2,5,5,5,3,3,NA,NA,1,5,5,2,4,5,5,3,5,4,3,0,2,2,5,0,5,0,4,0,5,0,5,5,4,4,4,0,4,0,5,0,3,3,5,5,5,0,5,5,40,Female,No,American Indian/Native American or Alaska Native,2,4,4,Other (please explain),Continue,NA,6,4.263157895,4.090909091,4.7,4.6,3.8,4.4,4.341463415,4.266666667,3.5,2.631578947,3.545454545,1.6,2.6,0.4,1.8,2.634146341,1.6,4.071428571
Continue,3,1,3,1,4,2,4,1,3,0,3,1,4,1,3,1,3,1,3,1,4,1,3,0,3,1,3,1,3,1,3,0,4,0,4,1,3,1,4,1,4,1,2,0,3,3,2,3,4,2,3,0,2,1,2,1,3,0,4,1,4,0,5,0,3,0,3,0,4,0,4,1,4,0,3,0,3,0,4,1,3,1,NA,NA,4,1,3,1,3,1,3,0,3,2,2,1,2,2,3,1,4,1,2,3,3,0,3,2,4,2,5,1,4,0,4,0,3,0,5,0,3,0,4,1,4,0,3,0,4,1,3,1,5,1,3,3,4,1,4,1,5,1,18,Female,No,White or Caucasian,3,2,2,Democratic,Continue,NA,9,3.315789474,3,3.6,4.2,3.8,3.6,3.317073171,3.866666667,3.142857143,0.842105263,1.090909091,0.3,1.4,0,0.6,0.780487805,0.666666667,1.285714286
Continue,1,2,1,2,1,2,1,0,1,1,1,2,2,1,1,2,1,2,0,1,1,2,0,1,1,2,0,2,0,2,1,0,2,1,1,0,1,2,3,4,3,1,1,1,1,4,3,0,3,4,4,0,3,4,2,2,2,5,3,5,5,5,2,1,1,2,3,0,5,0,2,1,5,0,3,1,2,2,3,1,1,2,1,5,1,3,1,4,2,2,1,2,1,3,1,3,2,2,1,2,2,3,3,5,2,2,1,5,3,5,3,5,1,0,0,0,0,0,3,0,0,1,4,0,5,5,1,2,3,0,3,2,3,0,1,1,1,2,3,1,4,1,39,Male,No,White or Caucasian,6,5,6,Republican,Continue,NA,7,0.894736842,2.727272727,2.7,2.4,0.8,3.2,1.87804878,2.133333333,1.666666667,1.421052632,2.818181818,1,1,0.2,1.8,1.756097561,1,3.4
